Index,file,Spectral Points,Tgas,Tref,Trot,Tvib,add_at_used,broadening_max_width,broadening_method,calculation_time,cutoff,db_use_cached,dbformat,dbpath,dlm_log_pG,dlm_log_pL,export_lines,export_rovib_fraction,folding_thresh,include_neighbouring_lines,isotope,last_modified,levelsfmt,lines_calculated,lines_cutoff,lines_in_continuum,load_energies,lvl_use_cached,mole_fraction,molecule,name,optimization,parfuncfmt,parsum_mode,path_length,pressure_mbar,profiler,pseudo_continuum_threshold,radis_version,rot_distribution,self_absorption,state,thermal_equilibrium,total_lines,vib_distribution,wG,wL,warning_broadening_threshold,warning_linestrength_cutoff,wavenum_max,wavenum_max_calc,wavenum_min,wavenum_min_calc,waveunit,wstep,zero_padding,1+wL*wG,Complexity_voigt,complexity_final_voigt
195,20210807_Tvib300K_Trot300K_59.spec,70000.0,300,296,300,300,cython,200,voigt,0.134803533554077,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281594.31428,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002429485321044922, 'reinitialize': {'copy_database': 0.0005385875701904297, 'memory_usage_warning': 0.001318216323852539, 'reset_population': 3.1948089599609375e-05, 'value': 0.001903533935546875}, 'scaled_eq_linestrength': 0.0068683624267578125, 'calc_lineshift': 0.0008711814880371094, 'calc_hwhm': 0.02031540870666504, 'generate_wavenumber_arrays': 0.0014672279357910156, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.01917743682861328, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.0013685226440429688, 'DLM_Distribute_lines': 0.005261898040771484, 'DLM_convolve': 0.07356047630310059, 'value': 0.10003066062927246}, 'calc_other_spectral_quan': 0.0030126571655273438, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2600,2000,1900,cm-1,0.01,52002,,16399688.265916297,0.12275721471998322
196,20210807_Tvib300K_Trot300K_60.spec,72000.0,300,296,300,300,cython,220,voigt,0.131814479827881,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281594.6983,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00027060508728027344, 'reinitialize': {'copy_database': 0.0005741119384765625, 'memory_usage_warning': 0.0013391971588134766, 'reset_population': 3.361701965332031e-05, 'value': 0.001964092254638672}, 'scaled_eq_linestrength': 0.006566286087036133, 'calc_lineshift': 0.0008592605590820312, 'calc_hwhm': 0.023876667022705078, 'generate_wavenumber_arrays': 0.0013990402221679688, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.020972251892089844, 'DLM_Initialized_vectors': 8.106231689453125e-06, 'DLM_closest_matching_line': 0.0013628005981445312, 'DLM_Distribute_lines': 0.005620479583740234, 'DLM_convolve': 0.06532764434814453, 'value': 0.09397506713867188}, 'calc_other_spectral_quan': 0.0028069019317626953, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2610,2000,1890,cm-1,0.01,52002,,16910845.153773267,0.12643014546776227
197,20210807_Tvib300K_Trot300K_61.spec,74000.0,300,296,300,300,cython,240,voigt,0.14676475524902302,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281595.0903199,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.000263214111328125, 'reinitialize': {'copy_database': 0.0005483627319335938, 'memory_usage_warning': 0.00131988525390625, 'reset_population': 3.24249267578125e-05, 'value': 0.0019173622131347656}, 'scaled_eq_linestrength': 0.0064814090728759766, 'calc_lineshift': 0.001522064208984375, 'calc_hwhm': 0.021559953689575195, 'generate_wavenumber_arrays': 0.0014085769653320312, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.02231764793395996, 'DLM_Initialized_vectors': 1.1444091796875e-05, 'DLM_closest_matching_line': 0.0014259815216064453, 'DLM_Distribute_lines': 0.0053424835205078125, 'DLM_convolve': 0.08077526092529297, 'value': 0.11068987846374512}, 'calc_other_spectral_quan': 0.002812623977661133, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2620,2000,1880,cm-1,0.01,52002,,17423168.85837752,0.1301114604067944
198,20210807_Tvib300K_Trot300K_62.spec,76000.0,300,296,300,300,cython,260,voigt,0.15349769592285198,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281595.48634,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00025010108947753906, 'reinitialize': {'copy_database': 0.000644683837890625, 'memory_usage_warning': 0.0013337135314941406, 'reset_population': 3.24249267578125e-05, 'value': 0.0020296573638916016}, 'scaled_eq_linestrength': 0.006249666213989258, 'calc_lineshift': 0.0016252994537353516, 'calc_hwhm': 0.029207706451416016, 'generate_wavenumber_arrays': 0.001453399658203125, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.027846574783325195, 'DLM_Initialized_vectors': 8.344650268554688e-06, 'DLM_closest_matching_line': 0.0016241073608398438, 'DLM_Distribute_lines': 0.00543975830078125, 'DLM_convolve': 0.0745077133178711, 'value': 0.1101071834564209}, 'calc_other_spectral_quan': 0.002471923828125, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2630,2000,1870,cm-1,0.01,52002,,17936627.836352475,0.13380093288134925
199,20210807_Tvib300K_Trot300K_63.spec,78000.0,300,296,300,300,cython,280,voigt,0.15631270408630402,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281595.88636,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002646446228027344, 'reinitialize': {'copy_database': 0.00046825408935546875, 'memory_usage_warning': 0.001271963119506836, 'reset_population': 6.699562072753906e-05, 'value': 0.0018219947814941406}, 'scaled_eq_linestrength': 0.00671696662902832, 'calc_lineshift': 0.0008070468902587891, 'calc_hwhm': 0.023592472076416016, 'generate_wavenumber_arrays': 0.0015599727630615234, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.02804279327392578, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.0015985965728759766, 'DLM_Distribute_lines': 0.0055561065673828125, 'DLM_convolve': 0.08310151100158691, 'value': 0.11899089813232422}, 'calc_other_spectral_quan': 0.0024633407592773438, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2640,2000,1860,cm-1,0.01,52002,,18451192.20509029,0.13749834816919232
200,20210807_Tvib300K_Trot300K_64.spec,80000.0,300,296,300,300,cython,300,voigt,0.149371862411499,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281596.28238,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00029206275939941406, 'reinitialize': {'copy_database': 0.0004961490631103516, 'memory_usage_warning': 0.0012280941009521484, 'reset_population': 3.123283386230469e-05, 'value': 0.0017702579498291016}, 'scaled_eq_linestrength': 0.006123542785644531, 'calc_lineshift': 0.0009613037109375, 'calc_hwhm': 0.018813133239746094, 'generate_wavenumber_arrays': 0.001520395278930664, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.028786182403564453, 'DLM_Initialized_vectors': 8.344650268554688e-06, 'DLM_closest_matching_line': 0.0013530254364013672, 'DLM_Distribute_lines': 0.005677700042724609, 'DLM_convolve': 0.08090019226074219, 'value': 0.11737680435180664}, 'calc_other_spectral_quan': 0.002417325973510742, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2650,2000,1850,cm-1,0.01,52002,,18966833.61494211,0.14120350256320457
201,20210807_Tvib300K_Trot300K_65.spec,82000.0,300,296,300,300,cython,320,voigt,0.15851092338561998,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281596.6864,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002429485321044922, 'reinitialize': {'copy_database': 0.00045943260192871094, 'memory_usage_warning': 0.0013418197631835938, 'reset_population': 3.147125244140625e-05, 'value': 0.001848459243774414}, 'scaled_eq_linestrength': 0.0061228275299072266, 'calc_lineshift': 0.0007207393646240234, 'calc_hwhm': 0.01860785484313965, 'generate_wavenumber_arrays': 0.0013232231140136719, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.030941247940063477, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.0013055801391601562, 'DLM_Distribute_lines': 0.006510257720947266, 'DLM_convolve': 0.08756041526794434, 'value': 0.12705063819885254}, 'calc_other_spectral_quan': 0.002503633499145508, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2660,2000,1840,cm-1,0.01,52002,,19483525.134196285,0.14491620254489074
202,20210807_Tvib300K_Trot300K_66.spec,84000.0,300,296,300,300,cython,340,voigt,0.17571520805358898,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281597.10642,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00025725364685058594, 'reinitialize': {'copy_database': 0.0007271766662597656, 'memory_usage_warning': 0.001369476318359375, 'reset_population': 3.528594970703125e-05, 'value': 0.0021529197692871094}, 'scaled_eq_linestrength': 0.007032632827758789, 'calc_lineshift': 0.000978231430053711, 'calc_hwhm': 0.01973128318786621, 'generate_wavenumber_arrays': 0.001641988754272461, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.034004926681518555, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.0013568401336669922, 'DLM_Distribute_lines': 0.005495548248291016, 'DLM_convolve': 0.09931588172912598, 'value': 0.1410994529724121}, 'calc_other_spectral_quan': 0.002703428268432617, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2670,2000,1830,cm-1,0.01,52002,,20001241.145284094,0.14863626403856275
203,20210807_Tvib300K_Trot300K_67.spec,86000.0,300,296,300,300,cython,360,voigt,0.167948722839356,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281597.52244,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00024318695068359375, 'reinitialize': {'copy_database': 0.00047659873962402344, 'memory_usage_warning': 0.0013341903686523438, 'reset_population': 3.4809112548828125e-05, 'value': 0.001861572265625}, 'scaled_eq_linestrength': 0.00619816780090332, 'calc_lineshift': 0.0013017654418945312, 'calc_hwhm': 0.02313685417175293, 'generate_wavenumber_arrays': 0.0013589859008789062, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.03687429428100586, 'DLM_Initialized_vectors': 7.62939453125e-06, 'DLM_closest_matching_line': 0.0013535022735595703, 'DLM_Distribute_lines': 0.005440473556518555, 'DLM_convolve': 0.08684515953063965, 'value': 0.13118624687194824}, 'calc_other_spectral_quan': 0.002565145492553711, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2680,2000,1820,cm-1,0.01,52002,,20519957.250875574,0.152363511736589
204,20210807_Tvib300K_Trot300K_68.spec,88000.0,300,296,300,300,cython,380,voigt,0.16737699508667,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281597.93446,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00030112266540527344, 'reinitialize': {'copy_database': 0.0005145072937011719, 'memory_usage_warning': 0.0013172626495361328, 'reset_population': 3.337860107421875e-05, 'value': 0.0018811225891113281}, 'scaled_eq_linestrength': 0.005954265594482422, 'calc_lineshift': 0.0008611679077148438, 'calc_hwhm': 0.02055978775024414, 'generate_wavenumber_arrays': 0.0017383098602294922, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.03563809394836426, 'DLM_Initialized_vectors': 7.3909759521484375e-06, 'DLM_closest_matching_line': 0.0014884471893310547, 'DLM_Distribute_lines': 0.0072247982025146484, 'DLM_convolve': 0.0885472297668457, 'value': 0.13361477851867676}, 'calc_other_spectral_quan': 0.0023674964904785156, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2690,2000,1810,cm-1,0.01,52002,,21039650.188714717,0.1560977784874405
205,20210807_Tvib300K_Trot300K_69.spec,90000.0,300,296,300,300,cython,400,voigt,0.18761610984802202,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281598.3784802,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002503395080566406, 'reinitialize': {'copy_database': 0.0004582405090332031, 'memory_usage_warning': 0.0012412071228027344, 'reset_population': 3.314018249511719e-05, 'value': 0.0017478466033935547}, 'scaled_eq_linestrength': 0.0067594051361083984, 'calc_lineshift': 0.0011484622955322266, 'calc_hwhm': 0.01874089241027832, 'generate_wavenumber_arrays': 0.001455068588256836, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.038301706314086914, 'DLM_Initialized_vectors': 7.867813110351562e-06, 'DLM_closest_matching_line': 0.0018689632415771484, 'DLM_Distribute_lines': 0.005820274353027344, 'DLM_convolve': 0.10826420783996582, 'value': 0.15493154525756836}, 'calc_other_spectral_quan': 0.002483367919921875, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2700,2000,1800,cm-1,0.01,52002,,21560297.75420044,0.15983890473939452
206,20210807_Tvib300K_Trot300K_70.spec,92000.0,300,296,300,300,cython,420,voigt,0.18445491790771498,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281598.8105,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002422332763671875, 'reinitialize': {'copy_database': 0.0004725456237792969, 'memory_usage_warning': 0.0012450218200683594, 'reset_population': 3.0279159545898438e-05, 'value': 0.0017626285552978516}, 'scaled_eq_linestrength': 0.006555318832397461, 'calc_lineshift': 0.0009319782257080078, 'calc_hwhm': 0.019059419631958008, 'generate_wavenumber_arrays': 0.0015995502471923828, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.042801856994628906, 'DLM_Initialized_vectors': 1.2874603271484375e-05, 'DLM_closest_matching_line': 0.0014619827270507812, 'DLM_Distribute_lines': 0.0057430267333984375, 'DLM_convolve': 0.10109186172485352, 'value': 0.15181493759155273}, 'calc_other_spectral_quan': 0.0023894309997558594, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2710,2000,1790,cm-1,0.01,52002,,22081878.729852233,0.1635867380337081
207,20210807_Tvib300K_Trot300K_71.spec,94000.0,300,296,300,300,cython,440,voigt,0.19638586044311498,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281599.25452,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002503395080566406, 'reinitialize': {'copy_database': 0.0004551410675048828, 'memory_usage_warning': 0.0012373924255371094, 'reset_population': 3.170967102050781e-05, 'value': 0.0017397403717041016}, 'scaled_eq_linestrength': 0.006214141845703125, 'calc_lineshift': 0.0008077621459960938, 'calc_hwhm': 0.02966165542602539, 'generate_wavenumber_arrays': 0.0016117095947265625, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.04286527633666992, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.0013537406921386719, 'DLM_Distribute_lines': 0.00536656379699707, 'DLM_convolve': 0.10321807861328125, 'value': 0.1534709930419922}, 'calc_other_spectral_quan': 0.0025300979614257812, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2720,2000,1780,cm-1,0.01,52002,,22604372.820911728,0.16734113254188163
208,20210807_Tvib300K_Trot300K_72.spec,96000.0,300,296,300,300,cython,460,voigt,0.20670151710510198,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281599.94256,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00024318695068359375, 'reinitialize': {'copy_database': 0.0004477500915527344, 'memory_usage_warning': 0.0012059211730957031, 'reset_population': 3.075599670410156e-05, 'value': 0.001699209213256836}, 'scaled_eq_linestrength': 0.005896329879760742, 'calc_lineshift': 0.0007734298706054688, 'calc_hwhm': 0.022377490997314453, 'generate_wavenumber_arrays': 0.0016760826110839844, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.055431365966796875, 'DLM_Initialized_vectors': 7.867813110351562e-06, 'DLM_closest_matching_line': 0.001333475112915039, 'DLM_Distribute_lines': 0.00533604621887207, 'DLM_convolve': 0.10875129699707031, 'value': 0.17155146598815918}, 'calc_other_spectral_quan': 0.0023963451385498047, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2730,2000,1770,cm-1,0.01,52002,,23127760.596427146,0.17110194864231962
209,20210807_Tvib300K_Trot300K_73.spec,98000.0,300,296,300,300,cython,480,voigt,0.198360681533814,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281600.38258,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002684593200683594, 'reinitialize': {'copy_database': 0.0005047321319580078, 'memory_usage_warning': 0.001283884048461914, 'reset_population': 3.4809112548828125e-05, 'value': 0.0018396377563476562}, 'scaled_eq_linestrength': 0.007293224334716797, 'calc_lineshift': 0.0009019374847412109, 'calc_hwhm': 0.018247365951538086, 'generate_wavenumber_arrays': 0.0015094280242919922, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.046114206314086914, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.0015447139739990234, 'DLM_Distribute_lines': 0.005589962005615234, 'DLM_convolve': 0.11183500289916992, 'value': 0.16579270362854004}, 'calc_other_spectral_quan': 0.0024139881134033203, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2740,2000,1760,cm-1,0.01,52002,,23652023.435249276,0.17486905253228333
210,20210807_Tvib300K_Trot300K_74.spec,100000.0,300,296,300,300,cython,500,voigt,0.207958459854126,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281600.8386,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00024390220642089844, 'reinitialize': {'copy_database': 0.00043272972106933594, 'memory_usage_warning': 0.0012171268463134766, 'reset_population': 3.147125244140625e-05, 'value': 0.0016973018646240234}, 'scaled_eq_linestrength': 0.005940914154052734, 'calc_lineshift': 0.0009217262268066406, 'calc_hwhm': 0.02031540870666504, 'generate_wavenumber_arrays': 0.0014922618865966797, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.05203127861022949, 'DLM_Initialized_vectors': 8.106231689453125e-06, 'DLM_closest_matching_line': 0.0014774799346923828, 'DLM_Distribute_lines': 0.00562596321105957, 'DLM_convolve': 0.11506795883178711, 'value': 0.1748826503753662}, 'calc_other_spectral_quan': 0.002379894256591797, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2750,2000,1750,cm-1,0.01,52002,,24177143.47643748,0.17864231587153198
211,20210807_Tvib300K_Trot300K_75.spec,102000.0,300,296,300,300,cython,520,voigt,0.20663762092590302,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281601.28662,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002944469451904297, 'reinitialize': {'copy_database': 0.00047898292541503906, 'memory_usage_warning': 0.001257181167602539, 'reset_population': 3.218650817871094e-05, 'value': 0.0017833709716796875}, 'scaled_eq_linestrength': 0.006857156753540039, 'calc_lineshift': 0.0009560585021972656, 'calc_hwhm': 0.019910097122192383, 'generate_wavenumber_arrays': 0.0018570423126220703, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.04959464073181152, 'DLM_Initialized_vectors': 8.344650268554688e-06, 'DLM_closest_matching_line': 0.0013988018035888672, 'DLM_Distribute_lines': 0.005314350128173828, 'DLM_convolve': 0.11551141738891602, 'value': 0.17249488830566406}, 'calc_other_spectral_quan': 0.0023746490478515625, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2760,2000,1740,cm-1,0.01,52002,,24703103.573634647,0.1824216154544829
212,20210807_Tvib300K_Trot300K_76.spec,104000.0,300,296,300,300,cython,540,voigt,0.206783771514892,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281601.73864,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00026535987854003906, 'reinitialize': {'copy_database': 0.0008325576782226562, 'memory_usage_warning': 0.0013706684112548828, 'reset_population': 3.3855438232421875e-05, 'value': 0.0022580623626708984}, 'scaled_eq_linestrength': 0.005605220794677734, 'calc_lineshift': 0.0009126663208007812, 'calc_hwhm': 0.017868518829345703, 'generate_wavenumber_arrays': 0.00180816650390625, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.0511326789855957, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.0014505386352539062, 'DLM_Distribute_lines': 0.0056874752044677734, 'DLM_convolve': 0.11667990684509277, 'value': 0.17563366889953613}, 'calc_other_spectral_quan': 0.002330303192138672, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2770,2000,1730,cm-1,0.01,52002,,25229887.253021743,0.18620683290809267
213,20210807_Tvib300K_Trot300K_77.spec,106000.0,300,296,300,300,cython,560,voigt,0.22473669052123998,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281602.20666,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002472400665283203, 'reinitialize': {'copy_database': 0.0005171298980712891, 'memory_usage_warning': 0.0015101432800292969, 'reset_population': 3.552436828613281e-05, 'value': 0.0020797252655029297}, 'scaled_eq_linestrength': 0.00726771354675293, 'calc_lineshift': 0.0010733604431152344, 'calc_hwhm': 0.019988536834716797, 'generate_wavenumber_arrays': 0.0015761852264404297, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.055452585220336914, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.0015048980712890625, 'DLM_Distribute_lines': 0.005555868148803711, 'DLM_convolve': 0.1267549991607666, 'value': 0.18996453285217285}, 'calc_other_spectral_quan': 0.0024399757385253906, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2780,2000,1720,cm-1,0.01,52002,,25757478.6745077,0.1899978544129862
214,20210807_Tvib300K_Trot300K_78.spec,108000.0,300,296,300,300,cython,580,voigt,0.23102235794067397,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281602.6826901,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_voigt,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00028896331787109375, 'reinitialize': {'copy_database': 0.00067901611328125, 'memory_usage_warning': 0.0012309551239013672, 'reset_population': 3.1948089599609375e-05, 'value': 0.0019567012786865234}, 'scaled_eq_linestrength': 0.006018161773681641, 'calc_lineshift': 0.0008578300476074219, 'calc_hwhm': 0.019467592239379883, 'generate_wavenumber_arrays': 0.0018565654754638672, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.05682015419006348, 'DLM_Initialized_vectors': 8.344650268554688e-06, 'DLM_closest_matching_line': 0.0014390945434570312, 'DLM_Distribute_lines': 0.0055255889892578125, 'DLM_convolve': 0.1336653232574463, 'value': 0.19814109802246094}, 'calc_other_spectral_quan': 0.0023212432861328125, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2790,2000,1710,cm-1,0.01,52002,,26285862.595849216,0.19379457044563872
