file,Spectral Points,Tgas,Tref,Trot,Tvib,add_at_used,broadening_max_width,broadening_method,calculation_time,cutoff,db_use_cached,dbformat,dbpath,dlm_log_pG,dlm_log_pL,export_lines,export_rovib_fraction,folding_thresh,include_neighbouring_lines,isotope,last_modified,levelsfmt,lines_calculated,lines_cutoff,lines_in_continuum,load_energies,lvl_use_cached,mole_fraction,molecule,name,optimization,parfuncfmt,parsum_mode,path_length,pressure_mbar,profiler,pseudo_continuum_threshold,radis_version,rot_distribution,self_absorption,state,thermal_equilibrium,total_lines,vib_distribution,wG,wL,warning_broadening_threshold,warning_linestrength_cutoff,wavenum_max,wavenum_max_calc,wavenum_min,wavenum_min_calc,waveunit,wstep,zero_padding,spectral_points
20210807_Tvib300K_Trot300K_20.spec,92000,300,296,300,300,cython,420,fft,0.290528535842896,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281350.71635,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002510547637939453, 'reinitialize': {'copy_database': 0.0004832744598388672, 'memory_usage_warning': 0.0012462139129638672, 'reset_population': 3.218650817871094e-05, 'value': 0.0017774105072021484}, 'scaled_eq_linestrength': 0.006688356399536133, 'calc_lineshift': 0.0009326934814453125, 'calc_hwhm': 0.015197038650512695, 'generate_wavenumber_arrays': 0.0017690658569335938, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.04216623306274414, 'DLM_Initialized_vectors': 1.2159347534179688e-05, 'DLM_closest_matching_line': 0.002121448516845703, 'DLM_Distribute_lines': 0.006851911544799805, 'DLM_convolve': 0.2093517780303955, 'value': 0.26131629943847656}, 'calc_other_spectral_quan': 0.0024919509887695312, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2710,2000,1790,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_21.spec,94000,300,296,300,300,cython,440,fft,0.868072986602783,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281351.82836,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002491474151611328, 'reinitialize': {'copy_database': 0.0006861686706542969, 'memory_usage_warning': 0.0014781951904296875, 'reset_population': 3.24249267578125e-05, 'value': 0.002214193344116211}, 'scaled_eq_linestrength': 0.0056743621826171875, 'calc_lineshift': 0.0007586479187011719, 'calc_hwhm': 0.013409137725830078, 'generate_wavenumber_arrays': 0.0018072128295898438, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.03960990905761719, 'DLM_Initialized_vectors': 1.0251998901367188e-05, 'DLM_closest_matching_line': 0.0016775131225585938, 'DLM_Distribute_lines': 0.006330251693725586, 'DLM_convolve': 0.7930283546447754, 'value': 0.8413281440734863}, 'calc_other_spectral_quan': 0.0025320053100585938, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2720,2000,1780,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_22.spec,96000,300,296,300,300,cython,460,fft,0.757876396179199,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281352.83636,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002465248107910156, 'reinitialize': {'copy_database': 0.00048232078552246094, 'memory_usage_warning': 0.0012896060943603516, 'reset_population': 3.409385681152344e-05, 'value': 0.0018215179443359375}, 'scaled_eq_linestrength': 0.005815744400024414, 'calc_lineshift': 0.0007832050323486328, 'calc_hwhm': 0.01309967041015625, 'generate_wavenumber_arrays': 0.0020148754119873047, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.037546396255493164, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.0014510154724121094, 'DLM_Distribute_lines': 0.0027070045471191406, 'DLM_convolve': 0.6863150596618652, 'value': 0.7311677932739258}, 'calc_other_spectral_quan': 0.0028274059295654297, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2730,2000,1770,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_23.spec,98000,300,296,300,300,cython,480,fft,0.858885526657105,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281353.98436,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0004851818084716797, 'reinitialize': {'copy_database': 0.0007915496826171875, 'memory_usage_warning': 0.002050161361694336, 'reset_population': 5.698204040527344e-05, 'value': 0.002932310104370117}, 'scaled_eq_linestrength': 0.006056547164916992, 'calc_lineshift': 0.0007641315460205078, 'calc_hwhm': 0.013894319534301758, 'generate_wavenumber_arrays': 0.0019335746765136719, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.04747581481933594, 'DLM_Initialized_vectors': 1.4543533325195312e-05, 'DLM_closest_matching_line': 0.002202749252319336, 'DLM_Distribute_lines': 0.007658958435058594, 'DLM_convolve': 0.7716078758239746, 'value': 0.8296782970428467}, 'calc_other_spectral_quan': 0.003023386001586914, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2740,2000,1760,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_24.spec,100000,300,296,300,300,cython,500,fft,1.04073047637939,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281355.36436,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00045013427734375, 'reinitialize': {'copy_database': 0.0007164478302001953, 'memory_usage_warning': 0.002350330352783203, 'reset_population': 5.6743621826171875e-05, 'value': 0.003152132034301758}, 'scaled_eq_linestrength': 0.009833335876464844, 'calc_lineshift': 0.0010657310485839844, 'calc_hwhm': 0.015356063842773438, 'generate_wavenumber_arrays': 0.0029397010803222656, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.05611085891723633, 'DLM_Initialized_vectors': 1.0013580322265625e-05, 'DLM_closest_matching_line': 0.0015647411346435547, 'DLM_Distribute_lines': 0.0067632198333740234, 'DLM_convolve': 0.9357578754425049, 'value': 1.0043983459472656}, 'calc_other_spectral_quan': 0.0033724308013916016, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2750,2000,1750,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_25.spec,102000,300,296,300,300,cython,520,fft,1.14382266998291,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281356.78036,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00030517578125, 'reinitialize': {'copy_database': 0.0005426406860351562, 'memory_usage_warning': 0.0015444755554199219, 'reset_population': 3.838539123535156e-05, 'value': 0.0021448135375976562}, 'scaled_eq_linestrength': 0.006203413009643555, 'calc_lineshift': 0.0008900165557861328, 'calc_hwhm': 0.016147613525390625, 'generate_wavenumber_arrays': 0.002361774444580078, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.04816842079162598, 'DLM_Initialized_vectors': 1.1444091796875e-05, 'DLM_closest_matching_line': 0.0020241737365722656, 'DLM_Distribute_lines': 0.006372928619384766, 'DLM_convolve': 1.0538480281829834, 'value': 1.111701250076294}, 'calc_other_spectral_quan': 0.003918886184692383, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2760,2000,1740,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_26.spec,104000,300,296,300,300,cython,540,fft,0.395049571990967,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281357.43236,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00024890899658203125, 'reinitialize': {'copy_database': 0.00048804283142089844, 'memory_usage_warning': 0.0013456344604492188, 'reset_population': 3.1948089599609375e-05, 'value': 0.0018811225891113281}, 'scaled_eq_linestrength': 0.005780220031738281, 'calc_lineshift': 0.0007491111755371094, 'calc_hwhm': 0.013785600662231445, 'generate_wavenumber_arrays': 0.0020360946655273438, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.05487942695617676, 'DLM_Initialized_vectors': 8.106231689453125e-06, 'DLM_closest_matching_line': 0.0015785694122314453, 'DLM_Distribute_lines': 0.002979278564453125, 'DLM_convolve': 0.3082854747772217, 'value': 0.3680288791656494}, 'calc_other_spectral_quan': 0.0024423599243164062, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2770,2000,1730,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_27.spec,106000,300,296,300,300,cython,560,fft,0.226364612579346,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281357.90836,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00024580955505371094, 'reinitialize': {'copy_database': 0.00046062469482421875, 'memory_usage_warning': 0.001767873764038086, 'reset_population': 5.14984130859375e-05, 'value': 0.0022993087768554688}, 'scaled_eq_linestrength': 0.008603096008300781, 'calc_lineshift': 0.0008025169372558594, 'calc_hwhm': 0.013394832611083984, 'generate_wavenumber_arrays': 0.0023572444915771484, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.04130291938781738, 'DLM_Initialized_vectors': 1.430511474609375e-05, 'DLM_closest_matching_line': 0.001459360122680664, 'DLM_Distribute_lines': 0.0027298927307128906, 'DLM_convolve': 0.14975571632385254, 'value': 0.19573426246643066}, 'calc_other_spectral_quan': 0.0028181076049804688, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2780,2000,1720,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_28.spec,108000,300,296,300,300,cython,580,fft,0.884243726730347,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281359.04836,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002415180206298828, 'reinitialize': {'copy_database': 0.0005404949188232422, 'memory_usage_warning': 0.0012242794036865234, 'reset_population': 3.123283386230469e-05, 'value': 0.0018110275268554688}, 'scaled_eq_linestrength': 0.006624698638916016, 'calc_lineshift': 0.0008568763732910156, 'calc_hwhm': 0.012971162796020508, 'generate_wavenumber_arrays': 0.002488374710083008, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.0435185432434082, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.0014584064483642578, 'DLM_Distribute_lines': 0.0032393932342529297, 'DLM_convolve': 0.8046960830688477, 'value': 0.8566939830780029}, 'calc_other_spectral_quan': 0.0024487972259521484, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2790,2000,1710,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_29.spec,110000,300,296,300,300,cython,600,fft,0.942164897918701,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281360.24037,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002586841583251953, 'reinitialize': {'copy_database': 0.0004658699035644531, 'memory_usage_warning': 0.0012860298156738281, 'reset_population': 3.24249267578125e-05, 'value': 0.0017993450164794922}, 'scaled_eq_linestrength': 0.008675336837768555, 'calc_lineshift': 0.0010921955108642578, 'calc_hwhm': 0.014960050582885742, 'generate_wavenumber_arrays': 0.0019178390502929688, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.04216790199279785, 'DLM_Initialized_vectors': 8.344650268554688e-06, 'DLM_closest_matching_line': 0.001421213150024414, 'DLM_Distribute_lines': 0.005568981170654297, 'DLM_convolve': 0.8606784343719482, 'value': 0.9108288288116455}, 'calc_other_spectral_quan': 0.0025205612182617188, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2800,2000,1700,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_30.spec,112000,300,296,300,300,cython,620,fft,0.94263744354248,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281361.42837,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00027680397033691406, 'reinitialize': {'copy_database': 0.0005626678466796875, 'memory_usage_warning': 0.0013272762298583984, 'reset_population': 3.4332275390625e-05, 'value': 0.0019404888153076172}, 'scaled_eq_linestrength': 0.006173133850097656, 'calc_lineshift': 0.0008683204650878906, 'calc_hwhm': 0.011698484420776367, 'generate_wavenumber_arrays': 0.0017132759094238281, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.042099952697753906, 'DLM_Initialized_vectors': 1.3589859008789062e-05, 'DLM_closest_matching_line': 0.0015778541564941406, 'DLM_Distribute_lines': 0.003501415252685547, 'DLM_convolve': 0.8664860725402832, 'value': 0.917485237121582}, 'calc_other_spectral_quan': 0.002390146255493164, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2810,2000,1690,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_31.spec,114000,300,296,300,300,cython,640,fft,0.939771413803101,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281362.61237,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00023603439331054688, 'reinitialize': {'copy_database': 0.0004906654357910156, 'memory_usage_warning': 0.0012431144714355469, 'reset_population': 3.218650817871094e-05, 'value': 0.001781463623046875}, 'scaled_eq_linestrength': 0.006096363067626953, 'calc_lineshift': 0.0011494159698486328, 'calc_hwhm': 0.014469146728515625, 'generate_wavenumber_arrays': 0.0021975040435791016, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.04558372497558594, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.0018417835235595703, 'DLM_Distribute_lines': 0.00545048713684082, 'DLM_convolve': 0.8575074672698975, 'value': 0.9111313819885254}, 'calc_other_spectral_quan': 0.0026018619537353516, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2820,2000,1680,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_32.spec,116000,300,296,300,300,cython,660,fft,0.97066068649292,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281363.83237,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0003142356872558594, 'reinitialize': {'copy_database': 0.00064849853515625, 'memory_usage_warning': 0.0015037059783935547, 'reset_population': 4.2438507080078125e-05, 'value': 0.002215147018432617}, 'scaled_eq_linestrength': 0.005814313888549805, 'calc_lineshift': 0.0007703304290771484, 'calc_hwhm': 0.011965513229370117, 'generate_wavenumber_arrays': 0.0019252300262451172, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.047540903091430664, 'DLM_Initialized_vectors': 1.3113021850585938e-05, 'DLM_closest_matching_line': 0.002173900604248047, 'DLM_Distribute_lines': 0.0036132335662841797, 'DLM_convolve': 0.8879396915435791, 'value': 0.9451375007629395}, 'calc_other_spectral_quan': 0.002410888671875, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2830,2000,1670,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_33.spec,118000,300,296,300,300,cython,680,fft,0.373322486877441,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281364.47637,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00026416778564453125, 'reinitialize': {'copy_database': 0.0006134510040283203, 'memory_usage_warning': 0.0013821125030517578, 'reset_population': 3.743171691894531e-05, 'value': 0.0020520687103271484}, 'scaled_eq_linestrength': 0.008322715759277344, 'calc_lineshift': 0.0014348030090332031, 'calc_hwhm': 0.013193130493164062, 'generate_wavenumber_arrays': 0.0019729137420654297, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.06988835334777832, 'DLM_Initialized_vectors': 1.4543533325195312e-05, 'DLM_closest_matching_line': 0.003557443618774414, 'DLM_Distribute_lines': 0.007966041564941406, 'DLM_convolve': 0.2603754997253418, 'value': 0.34297823905944824}, 'calc_other_spectral_quan': 0.002979278564453125, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2840,2000,1660,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_34.spec,120000,300,296,300,300,cython,700,fft,1.18306231498718,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281365.96837,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00042510032653808594, 'reinitialize': {'copy_database': 0.0010495185852050781, 'memory_usage_warning': 0.0016515254974365234, 'reset_population': 6.270408630371094e-05, 'value': 0.002791166305541992}, 'scaled_eq_linestrength': 0.006899118423461914, 'calc_lineshift': 0.0016257762908935547, 'calc_hwhm': 0.01722240447998047, 'generate_wavenumber_arrays': 0.001867055892944336, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.05444765090942383, 'DLM_Initialized_vectors': 1.2874603271484375e-05, 'DLM_closest_matching_line': 0.0027849674224853516, 'DLM_Distribute_lines': 0.006060361862182617, 'DLM_convolve': 1.0794668197631836, 'value': 1.1490898132324219}, 'calc_other_spectral_quan': 0.002995729446411133, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2850,2000,1650,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_35.spec,122000,300,296,300,300,cython,720,fft,1.42770314216614,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281367.67637,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00037789344787597656, 'reinitialize': {'copy_database': 0.0005452632904052734, 'memory_usage_warning': 0.0013651847839355469, 'reset_population': 3.647804260253906e-05, 'value': 0.001965761184692383}, 'scaled_eq_linestrength': 0.006744861602783203, 'calc_lineshift': 0.00122833251953125, 'calc_hwhm': 0.015008211135864258, 'generate_wavenumber_arrays': 0.003290891647338867, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.06363058090209961, 'DLM_Initialized_vectors': 1.2636184692382812e-05, 'DLM_closest_matching_line': 0.0019676685333251953, 'DLM_Distribute_lines': 0.005804777145385742, 'DLM_convolve': 1.3204092979431152, 'value': 1.3963205814361572}, 'calc_other_spectral_quan': 0.002634763717651367, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2860,2000,1640,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_36.spec,124000,300,296,300,300,cython,740,fft,0.313852787017822,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281368.26837,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0006756782531738281, 'reinitialize': {'copy_database': 0.0006206035614013672, 'memory_usage_warning': 0.0016055107116699219, 'reset_population': 5.602836608886719e-05, 'value': 0.0023040771484375}, 'scaled_eq_linestrength': 0.0073587894439697266, 'calc_lineshift': 0.0010495185852050781, 'calc_hwhm': 0.015296459197998047, 'generate_wavenumber_arrays': 0.003989696502685547, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.06426668167114258, 'DLM_Initialized_vectors': 1.3113021850585938e-05, 'DLM_closest_matching_line': 0.0017952919006347656, 'DLM_Distribute_lines': 0.006207704544067383, 'DLM_convolve': 0.2063448429107666, 'value': 0.2797963619232178}, 'calc_other_spectral_quan': 0.0031790733337402344, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2870,2000,1630,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_37.spec,126000,300,296,300,300,cython,760,fft,0.505621194839478,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281369.05237,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002989768981933594, 'reinitialize': {'copy_database': 0.0008192062377929688, 'memory_usage_warning': 0.0015957355499267578, 'reset_population': 3.62396240234375e-05, 'value': 0.002474546432495117}, 'scaled_eq_linestrength': 0.006642341613769531, 'calc_lineshift': 0.0007765293121337891, 'calc_hwhm': 0.01607036590576172, 'generate_wavenumber_arrays': 0.0018799304962158203, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.06940793991088867, 'DLM_Initialized_vectors': 1.0013580322265625e-05, 'DLM_closest_matching_line': 0.0017669200897216797, 'DLM_Distribute_lines': 0.0076520442962646484, 'DLM_convolve': 0.39481067657470703, 'value': 0.47455334663391113}, 'calc_other_spectral_quan': 0.0028176307678222656, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2880,2000,1620,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_38.spec,128000,300,296,300,300,cython,780,fft,0.341125249862671,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281369.66038,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00025773048400878906, 'reinitialize': {'copy_database': 0.0005345344543457031, 'memory_usage_warning': 0.0012905597686767578, 'reset_population': 3.2901763916015625e-05, 'value': 0.0018744468688964844}, 'scaled_eq_linestrength': 0.006611824035644531, 'calc_lineshift': 0.0009627342224121094, 'calc_hwhm': 0.014070272445678711, 'generate_wavenumber_arrays': 0.003316164016723633, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.06126737594604492, 'DLM_Initialized_vectors': 9.5367431640625e-06, 'DLM_closest_matching_line': 0.0018391609191894531, 'DLM_Distribute_lines': 0.0069425106048583984, 'DLM_convolve': 0.24026250839233398, 'value': 0.31111955642700195}, 'calc_other_spectral_quan': 0.002792835235595703, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2890,2000,1610,cm-1,0.01,52002,
20210807_Tvib300K_Trot300K_39.spec,130000,300,296,300,300,cython,800,fft,0.464754581451416,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.137535078801657,0.201802888812016,0,0,1E-06,1,"1,2,3,4,5,6",1628281370.39638,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00031280517578125, 'reinitialize': {'copy_database': 0.0006165504455566406, 'memory_usage_warning': 0.0016036033630371094, 'reset_population': 3.600120544433594e-05, 'value': 0.0022754669189453125}, 'scaled_eq_linestrength': 0.007018089294433594, 'calc_lineshift': 0.0018134117126464844, 'calc_hwhm': 0.013362884521484375, 'generate_wavenumber_arrays': 0.0027320384979248047, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.05803990364074707, 'DLM_Initialized_vectors': 1.0728836059570312e-05, 'DLM_closest_matching_line': 0.0020830631256103516, 'DLM_Distribute_lines': 0.005342245101928711, 'DLM_convolve': 0.36838865280151367, 'value': 0.4347076416015625}, 'calc_other_spectral_quan': 0.0024209022521972656, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2900,2000,1600,cm-1,0.01,52002,
