,Index,file,DLM_Distribute_lines,DLM_Initialized_vectors,DLM_closest_matching_line,DLM_convolve,Spectral Points,Tgas,Tref,Trot,Tvib,_check_line_databank,_generate_wavenumber_arrays,add_at_used,broadening_max_width,broadening_method,calc_hwhm,calc_line_broadening,calc_lineshift,calc_other_spectral_quan,calculation_time,cutoff,db_use_cached,dbformat,dbpath,dlm_log_pG,dlm_log_pL,export_lines,folding_thresh,include_neighbouring_lines,isotope,last_modified,levelsfmt,lines_calculated,lines_cutoff,lines_in_continuum,load_energies,lvl_use_cached,mole_fraction,molecule,name,optimization,parfuncfmt,path_length,precompute_DLM_lineshapes,pressure_mbar,profiler,pseudo_continuum_threshold,radis_version,reinitialize,reinitialize_1,reinitialize_2,reinitialize_3,reinitialize_4,rot_distribution,scaled_eq_linestrength,self_absorption,spectrum_calc_before_obj,state,thermal_equilibrium,total_lines,vib_distribution,wG,wL,warning_broadening_threshold,warning_linestrength_cutoff,wavenum_max,wavenum_max_calc,wavenum_min,wavenum_min_calc,waveunit,wstep,zero_padding,Complexity_Voigt,Complexity_FFT,complexity_final_fft,complexity_final_fft_w
50,51,20210722_Tvib300K_Trot300K_9.spec,0.7456684112548829,1.33514404296875e-05,0.05268025398254401,139.825780630112,2030000.0,300,296,300,300,0.000890254974365,0.045411109924317,cython,300,fft,0.017764568328858,145.669784069061,0.00303316116333,0.10284948348999001,145.91,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3,4,5,6",1626958689.75685,radis,652868,0,0,0,1,1,CO,CO_2000_22000_652868_fft,simple,hapi,1,4.96978712081909,1000,"{'_check_line_databank': 0.0008902549743652344, 'reinitialize_1': 0.03768658638000488, 'reinitialize_2': 2.288818359375e-05, 'reinitialize_3': 0.0017428398132324219, 'reinitialize_4': 2.8371810913085938e-05, 'reinitialize': 0.0394902229309082, 'scaled_eq_linestrength': 0.03003096580505371, 'calc_lineshift': 0.003033161163330078, 'calc_hwhm': 0.017764568328857422, '_generate_wavenumber_arrays': 0.045411109924316406, 'precompute_DLM_lineshapes': 4.969787120819092, 'DLM_Initialized_vectors': 1.33514404296875e-05, 'DLM_closest_matching_line': 0.052680253982543945, 'DLM_Distribute_lines': 0.7456684112548828, 'DLM_convolve': 139.8257806301117, 'calc_line_broadening': 145.66978406906128, 'calc_other_spectral_quan': 0.10284948348999023, 'spectrum_calc_before_obj': 145.90934371948242}",0,0.9.29,0.039490222930907995,0.037686586380005,2.288818359375e-05,0.0017428398132320001,2.83718109130859e-05,boltzmann,0.030030965805054,1,145.909343719482,X,1,652868,boltzmann,20,5,0.01,0.01,22000,22150,2000,1850,cm-1,0.01,2030001,1244162768738.3926,2977762708.3492146,132.01010536904036,129.6815659486083
51,52,20210722_Tvib300K_Trot300K_10.spec,0.6941616535186771,1.04904174804688e-05,0.04572677612304701,153.326293706894,2230000.0,300,296,300,300,0.00033450126647900007,0.044249773025513,cython,300,fft,0.012470722198486,158.926731824875,0.00308084487915,0.11042284965515099,159.16,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3,4,5,6",1626958881.31504,radis,652868,0,0,0,1,1,CO,CO_2000_24000_652868_fft,simple,hapi,1,4.79075813293457,1000,"{'_check_line_databank': 0.0003345012664794922, 'reinitialize_1': 0.031202077865600586, 'reinitialize_2': 1.1920928955078125e-05, 'reinitialize_3': 0.0016057491302490234, 'reinitialize_4': 7.081031799316406e-05, 'reinitialize': 0.032896995544433594, 'scaled_eq_linestrength': 0.02651667594909668, 'calc_lineshift': 0.0030808448791503906, 'calc_hwhm': 0.012470722198486328, '_generate_wavenumber_arrays': 0.044249773025512695, 'precompute_DLM_lineshapes': 4.79075813293457, 'DLM_Initialized_vectors': 1.049041748046875e-05, 'DLM_closest_matching_line': 0.045726776123046875, 'DLM_Distribute_lines': 0.6941616535186768, 'DLM_convolve': 153.32629370689392, 'calc_line_broadening': 158.92673182487488, 'calc_other_spectral_quan': 0.11042284965515137, 'spectrum_calc_before_obj': 159.1568033695221}",0,0.9.29,0.032896995544433996,0.031202077865601,1.19209289550781e-05,0.0016057491302489998,7.08103179931641e-05,boltzmann,0.026516675949097002,1,159.156803369522,X,1,652868,boltzmann,20,5,0.01,0.01,24000,24150,2000,1850,cm-1,0.01,2230001,1373089556049.8923,3292302260.066158,145.93929937648872,143.37976342588118
52,53,20210722_Tvib300K_Trot300K_11.spec,0.722027063369751,1.23977661132813e-05,0.052555084228516,174.167091369629,2430000.0,300,296,300,300,0.00049352645874,0.059722900390625,cython,300,fft,0.016842603683472002,180.857684850693,0.0034871101379390004,0.112352132797241,181.12,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3,4,5,6",1626959098.41232,radis,652868,0,0,0,1,1,CO,CO_2000_26000_652868_fft,simple,hapi,1,5.8476254940032995,1000,"{'_check_line_databank': 0.0004935264587402344, 'reinitialize_1': 0.035719871520996094, 'reinitialize_2': 1.2874603271484375e-05, 'reinitialize_3': 0.0016906261444091797, 'reinitialize_4': 3.0279159545898438e-05, 'reinitialize': 0.0374598503112793, 'scaled_eq_linestrength': 0.027637004852294922, 'calc_lineshift': 0.003487110137939453, 'calc_hwhm': 0.01684260368347168, '_generate_wavenumber_arrays': 0.059722900390625, 'precompute_DLM_lineshapes': 5.847625494003296, 'DLM_Initialized_vectors': 1.239776611328125e-05, 'DLM_closest_matching_line': 0.052555084228515625, 'DLM_Distribute_lines': 0.722027063369751, 'DLM_convolve': 174.1670913696289, 'calc_line_broadening': 180.85768485069275, 'calc_other_spectral_quan': 0.11235213279724121, 'spectrum_calc_before_obj': 181.11576867103577}",0,0.9.29,0.037459850311279,0.035719871520996004,1.28746032714844e-05,0.001690626144409,3.02791595458984e-05,boltzmann,0.027637004852294995,1,181.115768671036,X,1,652868,boltzmann,20,5,0.01,0.01,26000,26150,2000,1850,cm-1,0.01,2430001,1502560572086.417,3608655907.5331855,159.94882951817863,157.15696477307023
56,57,20210723_Tvib300K_Trot300K.spec,0.000520706176758,5.24520874023438e-06,0.00027489662170399997,0.5322883129119871,230000.0,300,296,300,300,0.00019788742065400002,0.004448652267455999,cython,300,fft,0.0017960071563720003,0.546869516372681,0.00052285194397,0.008021593093872,0.57,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3",1627035127.48844,radis,1,0,0,0,1,1,CH4,CH4_2000_4000_1_fft,simple,hapi,1,0.013324975967407001,1000,"{'_check_line_databank': 0.00019788742065429688, 'reinitialize_1': 0.0002491474151611328, 'reinitialize_2': 1.049041748046875e-05, 'reinitialize_3': 0.0017023086547851562, 'reinitialize_4': 2.2172927856445312e-05, 'reinitialize': 0.001990079879760742, 'scaled_eq_linestrength': 0.0025911331176757812, 'calc_lineshift': 0.0005228519439697266, 'calc_hwhm': 0.0017960071563720703, '_generate_wavenumber_arrays': 0.004448652267456055, 'precompute_DLM_lineshapes': 0.013324975967407227, 'DLM_Initialized_vectors': 5.245208740234375e-06, 'DLM_closest_matching_line': 0.00027489662170410156, 'DLM_Distribute_lines': 0.0005207061767578125, 'DLM_convolve': 0.5322883129119873, 'calc_line_broadening': 0.5468695163726807, 'calc_other_spectral_quan': 0.00802159309387207, 'spectrum_calc_before_obj': 0.5664994716644287}",0,0.9.29,0.0019900798797610002,0.000249147415161,1.04904174804688e-05,0.001702308654785,2.21729278564453e-05,boltzmann,0.0025911331176760003,1,0.5664994716644289,X,1,4398730,boltzmann,2,2,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,6227117886.58373,14197709.776091134,0.6287372163955246,0.6183102607487689
57,58,20210723_Tvib300K_Trot300K_1.spec,0.000506639480591,5.24520874023438e-06,0.00027489662170399997,0.515872955322266,230000.0,300,296,300,300,0.0009047985076900001,0.005392074584960999,cython,300,fft,0.007413148880005001,0.530969858169556,0.0023751258850100002,0.007855653762817,0.6,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3",1627035384.1004,radis,1,0,0,0,1,1,CH4,CH4_2000_4000_1_fft,simple,hapi,1,0.013715028762817,1000,"{'_check_line_databank': 0.0009047985076904297, 'reinitialize_1': 0.0009489059448242188, 'reinitialize_2': 4.744529724121094e-05, 'reinitialize_3': 0.03515315055847168, 'reinitialize_4': 9.083747863769531e-05, 'reinitialize': 0.03626132011413574, 'scaled_eq_linestrength': 0.011072397232055664, 'calc_lineshift': 0.0023751258850097656, 'calc_hwhm': 0.007413148880004883, '_generate_wavenumber_arrays': 0.0053920745849609375, 'precompute_DLM_lineshapes': 0.013715028762817383, 'DLM_Initialized_vectors': 5.245208740234375e-06, 'DLM_closest_matching_line': 0.00027489662170410156, 'DLM_Distribute_lines': 0.0005066394805908203, 'DLM_convolve': 0.5158729553222656, 'calc_line_broadening': 0.5309698581695557, 'calc_other_spectral_quan': 0.007855653762817383, 'spectrum_calc_before_obj': 0.6023898124694824}",0,0.9.29,0.036261320114136006,0.0009489059448239998,4.7445297241210904e-05,0.035153150558472,9.08374786376953e-05,boltzmann,0.011072397232056002,1,0.6023898124694821,X,1,4398730,boltzmann,2,2,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,6227117886.58373,14197709.776091134,0.6287372163955246,0.6183102607487689
58,59,20210723_Tvib300K_Trot300K_2.spec,0.0008029937744139999,1.28746032714844e-05,0.000297784805298,0.7396831512451171,230000.0,300,296,300,300,0.0004894733428959999,0.00570559501648,cython,300,fft,0.003223896026611,0.7629694938659671,0.001062154769897,0.008388519287109,0.79,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3",1627035422.83745,radis,10,0,0,0,1,1,CH4,CH4_2000_4000_10_fft,simple,hapi,1,0.021187305450439998,1000,"{'_check_line_databank': 0.0004894733428955078, 'reinitialize_1': 0.0007312297821044922, 'reinitialize_2': 3.361701965332031e-05, 'reinitialize_3': 0.004084348678588867, 'reinitialize_4': 5.173683166503906e-05, 'reinitialize': 0.004914045333862305, 'scaled_eq_linestrength': 0.005667209625244141, 'calc_lineshift': 0.001062154769897461, 'calc_hwhm': 0.003223896026611328, '_generate_wavenumber_arrays': 0.005705595016479492, 'precompute_DLM_lineshapes': 0.021187305450439453, 'DLM_Initialized_vectors': 1.2874603271484375e-05, 'DLM_closest_matching_line': 0.00029778480529785156, 'DLM_Distribute_lines': 0.0008029937744140625, 'DLM_convolve': 0.7396831512451172, 'calc_line_broadening': 0.7629694938659668, 'calc_other_spectral_quan': 0.008388519287109375, 'spectrum_calc_before_obj': 0.7925279140472412}",0,0.9.29,0.004914045333862,0.0007312297821040001,3.36170196533203e-05,0.004084348678589001,5.1736831665039096e-05,boltzmann,0.005667209625244001,1,0.7925279140472409,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,8717965041.21722,19876793.686527587,0.880233969293309,0.8656343650482765
59,60,20210723_Tvib300K_Trot300K_3.spec,0.0008096694946289999,1.12056732177734e-05,0.000302076339722,0.7167315483093258,230000.0,300,296,300,300,0.00014567375183100002,0.004932165145874001,cython,300,fft,0.001934766769409,0.7390282154083249,0.000563621520996,0.007839918136596999,0.76,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3",1627035453.77812,radis,100,0,0,0,1,1,CH4,CH4_2000_4000_100_fft,simple,hapi,1,0.020577430725098,1000,"{'_check_line_databank': 0.0001456737518310547, 'reinitialize_1': 0.0002567768096923828, 'reinitialize_2': 1.1682510375976562e-05, 'reinitialize_3': 0.0014574527740478516, 'reinitialize_4': 2.384185791015625e-05, 'reinitialize': 0.0017540454864501953, 'scaled_eq_linestrength': 0.002602100372314453, 'calc_lineshift': 0.0005636215209960938, 'calc_hwhm': 0.0019347667694091797, '_generate_wavenumber_arrays': 0.0049321651458740234, 'precompute_DLM_lineshapes': 0.020577430725097656, 'DLM_Initialized_vectors': 1.1205673217773438e-05, 'DLM_closest_matching_line': 0.0003020763397216797, 'DLM_Distribute_lines': 0.0008096694946289062, 'DLM_convolve': 0.7167315483093262, 'calc_line_broadening': 0.7390282154083252, 'calc_other_spectral_quan': 0.00783991813659668, 'spectrum_calc_before_obj': 0.7588639259338379}",0,0.9.29,0.00175404548645,0.000256776809692,1.16825103759766e-05,0.001457452774048,2.38418579101562e-05,boltzmann,0.0026021003723140004,1,0.758863925933838,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,8717965041.21722,19876793.686527587,0.8802535007539741,0.8656343650482765
60,61,20210723_Tvib300K_Trot300K_4.spec,0.0008397102355960001,1.28746032714844e-05,0.000330209732056,0.7118346691131591,230000.0,300,296,300,300,0.0006041526794430001,0.006309986114502,cython,300,fft,0.0036270618438720005,0.736096620559692,0.00101900100708,0.00772500038147,0.77,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3",1627035485.2300599,radis,1000,0,0,0,1,1,CH4,CH4_2000_4000_1000_fft,simple,hapi,1,0.022456169128418,1000,"{'_check_line_databank': 0.0006041526794433594, 'reinitialize_1': 0.0012290477752685547, 'reinitialize_2': 4.9114227294921875e-05, 'reinitialize_3': 0.005553007125854492, 'reinitialize_4': 0.00010037422180175781, 'reinitialize': 0.006952524185180664, 'scaled_eq_linestrength': 0.008892536163330078, 'calc_lineshift': 0.0010190010070800781, 'calc_hwhm': 0.0036270618438720703, '_generate_wavenumber_arrays': 0.006309986114501953, 'precompute_DLM_lineshapes': 0.02245616912841797, 'DLM_Initialized_vectors': 1.2874603271484375e-05, 'DLM_closest_matching_line': 0.00033020973205566406, 'DLM_Distribute_lines': 0.0008397102355957031, 'DLM_convolve': 0.7118346691131592, 'calc_line_broadening': 0.7360966205596924, 'calc_other_spectral_quan': 0.0077250003814697266, 'spectrum_calc_before_obj': 0.7713525295257568}",0,0.9.29,0.006952524185181,0.001229047775269,4.91142272949219e-05,0.005553007125855,0.000100374221802,boltzmann,0.00889253616333,1,0.7713525295257572,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,8717965041.21722,19876793.686527587,0.8804488153606251,0.8656343650482765
61,62,20210723_Tvib300K_Trot300K_5.spec,0.001024484634399,1.23977661132813e-05,0.0007426738739010001,0.704039573669434,230000.0,300,296,300,300,0.00014138221740700002,0.003943443298340001,cython,300,fft,0.0019259452819820001,0.72668194770813,0.00054931640625,0.007680654525757,0.75,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3",1627035516.2055302,radis,10000,0,0,0,1,1,CH4,CH4_2000_4000_10000_fft,simple,hapi,1,0.020222425460816002,1000,"{'_check_line_databank': 0.00014138221740722656, 'reinitialize_1': 0.0008716583251953125, 'reinitialize_2': 1.1205673217773438e-05, 'reinitialize_3': 0.0015499591827392578, 'reinitialize_4': 2.3126602172851562e-05, 'reinitialize': 0.002460956573486328, 'scaled_eq_linestrength': 0.0029036998748779297, 'calc_lineshift': 0.00054931640625, 'calc_hwhm': 0.0019259452819824219, '_generate_wavenumber_arrays': 0.003943443298339844, 'precompute_DLM_lineshapes': 0.02022242546081543, 'DLM_Initialized_vectors': 1.239776611328125e-05, 'DLM_closest_matching_line': 0.0007426738739013672, 'DLM_Distribute_lines': 0.001024484634399414, 'DLM_convolve': 0.7040395736694336, 'calc_line_broadening': 0.7266819477081299, 'calc_other_spectral_quan': 0.007680654525756836, 'spectrum_calc_before_obj': 0.7463498115539551}",0,0.9.29,0.0024609565734860003,0.000871658325195,1.12056732177734e-05,0.001549959182739,2.3126602172851603e-05,boltzmann,0.0029036998748779995,1,0.746349811553955,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,8717965041.21722,19876793.686527587,0.8824019614271348,0.8656343650482765
62,63,20210723_Tvib300K_Trot300K_6.spec,0.0027911663055420004,1.19209289550781e-05,0.0043785572052,0.7157714366912841,230000.0,300,296,300,300,0.000139951705933,0.004427671432494999,cython,300,fft,0.004242181777954,0.7464282512664799,0.0010533332824710002,0.007745742797851999,0.78,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3",1627035547.07262,radis,100000,0,0,0,1,1,CH4,CH4_2000_4000_100000_fft,simple,hapi,1,0.022832155227660998,1000,"{'_check_line_databank': 0.0001399517059326172, 'reinitialize_1': 0.00860905647277832, 'reinitialize_2': 1.0728836059570312e-05, 'reinitialize_3': 0.0015282630920410156, 'reinitialize_4': 2.5033950805664062e-05, 'reinitialize': 0.010178565979003906, 'scaled_eq_linestrength': 0.00770878791809082, 'calc_lineshift': 0.0010533332824707031, 'calc_hwhm': 0.0042421817779541016, '_generate_wavenumber_arrays': 0.004427671432495117, 'precompute_DLM_lineshapes': 0.022832155227661133, 'DLM_Initialized_vectors': 1.1920928955078125e-05, 'DLM_closest_matching_line': 0.004378557205200195, 'DLM_Distribute_lines': 0.002791166305541992, 'DLM_convolve': 0.7157714366912842, 'calc_line_broadening': 0.7464282512664795, 'calc_other_spectral_quan': 0.0077457427978515625, 'spectrum_calc_before_obj': 0.7819924354553223}",0,0.9.29,0.010178565979004,0.008609056472778,1.07288360595703e-05,0.0015282630920410002,2.5033950805664103e-05,boltzmann,0.007708787918091,1,0.7819924354553219,X,1,4398730,boltzmann,2,3,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,8717965041.21722,19876793.686527587,0.9019334220922317,0.8656343650482765
63,64,20210723_Tvib300K_Trot300K_7.spec,0.064591407775879,1.07288360595703e-05,0.057465791702270994,5.18660855293274,230000.0,300,296,300,300,0.0006699562072749999,0.009989500045776,cython,300,fft,0.017167568206787,5.631341218948361,0.0033318996429440003,0.007837057113647,5.83,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3",1627035583.8743598,radis,1000000,0,0,0,1,1,CH4,CH4_2000_4000_1000000_fft,simple,hapi,1,0.313751935958862,1000,"{'_check_line_databank': 0.0006699562072753906, 'reinitialize_1': 0.12465119361877441, 'reinitialize_2': 1.1444091796875e-05, 'reinitialize_3': 0.001569509506225586, 'reinitialize_4': 2.4557113647460938e-05, 'reinitialize': 0.1262657642364502, 'scaled_eq_linestrength': 0.037570953369140625, 'calc_lineshift': 0.003331899642944336, 'calc_hwhm': 0.01716756820678711, '_generate_wavenumber_arrays': 0.009989500045776367, 'precompute_DLM_lineshapes': 0.3137519359588623, 'DLM_Initialized_vectors': 1.0728836059570312e-05, 'DLM_closest_matching_line': 0.05746579170227051, 'DLM_Distribute_lines': 0.0645914077758789, 'DLM_convolve': 5.186608552932739, 'calc_line_broadening': 5.631341218948364, 'calc_other_spectral_quan': 0.007837057113647461, 'spectrum_calc_before_obj': 5.834272623062134}",0,0.9.29,0.12626576423645,0.124651193618774,1.1444091796875e-05,0.001569509506226,2.4557113647460897e-05,boltzmann,0.037570953369141,1,5.83427262306213,X,1,4398730,boltzmann,5,10,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,63516602443.15404,144816639.71612957,6.630133623280996,6.306764659637444
64,65,20210723_Tvib300K_Trot300K_8.spec,0.102784872055054,1.07288360595703e-05,0.105106353759766,5.70082831382751,230000.0,300,296,300,300,0.0001380443573,0.014425039291381999,cython,300,fft,0.046742916107178005,6.257565259933469,0.00585150718689,0.007920265197754,6.74,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3",1627035622.36345,radis,2000000,0,0,0,1,1,CH4,CH4_2000_4000_2000000_fft,simple,hapi,1,0.340149641036987,1000,"{'_check_line_databank': 0.0001380443572998047, 'reinitialize_1': 0.3255593776702881, 'reinitialize_2': 1.1682510375976562e-05, 'reinitialize_3': 0.0016109943389892578, 'reinitialize_4': 2.3365020751953125e-05, 'reinitialize': 0.3272109031677246, 'scaled_eq_linestrength': 0.0762937068939209, 'calc_lineshift': 0.0058515071868896484, 'calc_hwhm': 0.046742916107177734, '_generate_wavenumber_arrays': 0.014425039291381836, 'precompute_DLM_lineshapes': 0.3401496410369873, 'DLM_Initialized_vectors': 1.0728836059570312e-05, 'DLM_closest_matching_line': 0.10510635375976562, 'DLM_Distribute_lines': 0.10278487205505371, 'DLM_convolve': 5.700828313827515, 'calc_line_broadening': 6.257565259933472, 'calc_other_spectral_quan': 0.007920265197753906, 'spectrum_calc_before_obj': 6.736222505569458}",0,0.9.29,0.327210903167725,0.32555937767028803,1.16825103759766e-05,0.001610994338989,2.33650207519531e-05,boltzmann,0.076293706893921,1,6.736222505569461,X,1,4398730,boltzmann,5,11,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,69743720329.73776,159014349.4922207,7.47588685227248,6.925074920386212
65,66,20210723_Tvib300K_Trot300K_9.spec,0.14901900291442902,2.40802764892578e-05,0.152537107467651,6.88825559616089,230000.0,300,296,300,300,0.00014567375183100002,0.01876425743103,cython,300,fft,0.097357749938965,7.573189973831179,0.008264303207397,0.007694005966187,8.39,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3",1627035661.2122,radis,3000000,0,0,0,1,1,CH4,CH4_2000_4000_3000000_fft,simple,hapi,1,0.377398014068604,1000,"{'_check_line_databank': 0.0001456737518310547, 'reinitialize_1': 0.563955545425415, 'reinitialize_2': 1.9788742065429688e-05, 'reinitialize_3': 0.0016791820526123047, 'reinitialize_4': 2.4080276489257812e-05, 'reinitialize': 0.5656852722167969, 'scaled_eq_linestrength': 0.1189570426940918, 'calc_lineshift': 0.008264303207397461, 'calc_hwhm': 0.09735774993896484, '_generate_wavenumber_arrays': 0.018764257431030273, 'precompute_DLM_lineshapes': 0.3773980140686035, 'DLM_Initialized_vectors': 2.4080276489257812e-05, 'DLM_closest_matching_line': 0.15253710746765137, 'DLM_Distribute_lines': 0.1490190029144287, 'DLM_convolve': 6.888255596160889, 'calc_line_broadening': 7.573189973831177, 'calc_other_spectral_quan': 0.0076940059661865234, 'spectrum_calc_before_obj': 8.390130281448364}",0,0.9.29,0.565685272216797,0.563955545425415,1.97887420654297e-05,0.0016791820526120002,2.40802764892578e-05,boltzmann,0.118957042694092,1,8.39013028144836,X,1,4398730,boltzmann,6,11,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,83443379680.22197,190249310.99962118,9.076124480519118,8.285357494033503
66,67,20210723_Tvib300K_Trot300K_10.spec,0.22707605361938502,1.04904174804688e-05,0.198882818222046,8.006133556365969,230000.0,300,296,300,300,0.00014734268188499998,0.024487733840942,cython,300,fft,0.10808730125427199,8.89620304107666,0.010717153549194001,0.008111476898193,9.98,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3",1627035701.98437,radis,4000000,0,0,0,1,1,CH4,CH4_2000_4000_4000000_fft,simple,hapi,1,0.45054793357849104,1000,"{'_check_line_databank': 0.00014734268188476562, 'reinitialize_1': 0.7949645519256592, 'reinitialize_2': 1.1920928955078125e-05, 'reinitialize_3': 0.0020105838775634766, 'reinitialize_4': 2.7179718017578125e-05, 'reinitialize': 0.7970209121704102, 'scaled_eq_linestrength': 0.13513946533203125, 'calc_lineshift': 0.010717153549194336, 'calc_hwhm': 0.10808730125427246, '_generate_wavenumber_arrays': 0.024487733840942383, 'precompute_DLM_lineshapes': 0.4505479335784912, 'DLM_Initialized_vectors': 1.049041748046875e-05, 'DLM_closest_matching_line': 0.1988828182220459, 'DLM_Distribute_lines': 0.22707605361938477, 'DLM_convolve': 8.006133556365967, 'calc_line_broadening': 8.89620304107666, 'calc_other_spectral_quan': 0.00811147689819336, 'spectrum_calc_before_obj': 9.979990482330322}",0,0.9.29,0.79702091217041,0.7949645519256591,1.19209289550781e-05,0.002010583877563,2.71797180175781e-05,boltzmann,0.135139465332031,1,9.97999048233032,X,1,4398730,boltzmann,7,11,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,97143039030.70618,221484272.50702167,10.676362108765753,9.645640067680795
67,68,20210723_Tvib300K_Trot300K_11.spec,0.264913082122803,5.96046447753906e-06,0.22609972953796398,8.925851106643679,230000.0,300,296,300,300,0.00020694732666,0.031935691833496004,cython,300,fft,0.220910549163818,9.92581224441528,0.05399990081787099,0.008171319961548,11.04,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CH4-06_HITEMP2020.h5,0.13753507880165697,0.20180288881201602,0,1e-06,1,"1,2,3",1627035932.13609,radis,4398730,0,0,0,1,1,CH4,CH4_2000_4000_4398730_fft,simple,hapi,1,0.499144315719605,1000,"{'_check_line_databank': 0.00020694732666015625, 'reinitialize_1': 0.42815637588500977, 'reinitialize_2': 1.1205673217773438e-05, 'reinitialize_3': 0.002275228500366211, 'reinitialize_4': 2.2411346435546875e-05, 'reinitialize': 0.43047118186950684, 'scaled_eq_linestrength': 0.3682990074157715, 'calc_lineshift': 0.053999900817871094, 'calc_hwhm': 0.22091054916381836, '_generate_wavenumber_arrays': 0.031935691833496094, 'precompute_DLM_lineshapes': 0.4991443157196045, 'DLM_Initialized_vectors': 5.9604644775390625e-06, 'DLM_closest_matching_line': 0.22609972953796387, 'DLM_Distribute_lines': 0.26491308212280273, 'DLM_convolve': 8.925851106643677, 'calc_line_broadening': 9.925812244415283, 'calc_other_spectral_quan': 0.008171319961547852, 'spectrum_calc_before_obj': 11.039990425109863}",0,0.9.29,0.430471181869507,0.42815637588501,1.12056732177734e-05,0.002275228500366,2.24113464355469e-05,boltzmann,0.368299007415771,1,11.0399904251099,X,1,4398730,boltzmann,8,11,0.01,0.01,4000,4150,2000,1850,cm-1,0.01,230002,110842698381.19038,252719234.01442218,12.146114388633471,11.005922641328086
