Index,file,Spectral Points,Tgas,Tref,Trot,Tvib,add_at_used,broadening_max_width,broadening_method,calculation_time,cutoff,db_use_cached,dbformat,dbpath,dlm_log_pG,dlm_log_pL,export_lines,export_rovib_fraction,folding_thresh,include_neighbouring_lines,isotope,last_modified,levelsfmt,lines_calculated,lines_cutoff,lines_in_continuum,load_energies,lvl_use_cached,mole_fraction,molecule,name,optimization,parfuncfmt,parsum_mode,path_length,pressure_mbar,profiler,pseudo_continuum_threshold,radis_version,rot_distribution,self_absorption,state,thermal_equilibrium,total_lines,vib_distribution,wG,wL,warning_broadening_threshold,warning_linestrength_cutoff,wavenum_max,wavenum_max_calc,wavenum_min,wavenum_min_calc,waveunit,wstep,zero_padding,1+wL*wG,Complexity_fft,complexity_final_fft
145,20210807_Tvib300K_Trot300K_9.spec,70000.0,300,296,300,300,cython,200,fft,0.599584102630615,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281343.25235,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0003075599670410156, 'reinitialize': {'copy_database': 0.0005400180816650391, 'memory_usage_warning': 0.0013895034790039062, 'reset_population': 3.6716461181640625e-05, 'value': 0.0019826889038085938}, 'scaled_eq_linestrength': 0.006613254547119141, 'calc_lineshift': 0.0010175704956054688, 'calc_hwhm': 0.015592336654663086, 'generate_wavenumber_arrays': 0.001363515853881836, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.02871417999267578, 'DLM_Initialized_vectors': 8.344650268554688e-06, 'DLM_closest_matching_line': 0.0014185905456542969, 'DLM_Distribute_lines': 0.006325721740722656, 'DLM_convolve': 0.5330655574798584, 'value': 0.5702371597290039}, 'calc_other_spectral_quan': 0.0023648738861083984, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2600,2000,1900,cm-1,0.01,52002,,16399688.265916297,0.7666845437365001
146,20210807_Tvib300K_Trot300K_10.spec,72000.0,300,296,300,300,cython,220,fft,0.16201686859130898,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281343.66035,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00026607513427734375, 'reinitialize': {'copy_database': 0.0006234645843505859, 'memory_usage_warning': 0.0013058185577392578, 'reset_population': 3.24249267578125e-05, 'value': 0.0019800662994384766}, 'scaled_eq_linestrength': 0.005589723587036133, 'calc_lineshift': 0.0009069442749023438, 'calc_hwhm': 0.013237476348876953, 'generate_wavenumber_arrays': 0.0014104843139648438, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.027147531509399414, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.0013136863708496094, 'DLM_Distribute_lines': 0.002323150634765625, 'DLM_convolve': 0.10494375228881836, 'value': 0.13602066040039062}, 'calc_other_spectral_quan': 0.002512693405151367, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2610,2000,1890,cm-1,0.01,52002,,16910845.153773267,0.7905811007313591
147,20210807_Tvib300K_Trot300K_11.spec,74000.0,300,296,300,300,cython,240,fft,0.217373371124268,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281344.12835,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002593994140625, 'reinitialize': {'copy_database': 0.0007350444793701172, 'memory_usage_warning': 0.0013113021850585938, 'reset_population': 3.3855438232421875e-05, 'value': 0.002099275588989258}, 'scaled_eq_linestrength': 0.005951642990112305, 'calc_lineshift': 0.0009429454803466797, 'calc_hwhm': 0.014541387557983398, 'generate_wavenumber_arrays': 0.0014488697052001953, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.026856422424316406, 'DLM_Initialized_vectors': 9.059906005859375e-06, 'DLM_closest_matching_line': 0.0013723373413085938, 'DLM_Distribute_lines': 0.0023152828216552734, 'DLM_convolve': 0.15869903564453125, 'value': 0.18953251838684082}, 'calc_other_spectral_quan': 0.0025031566619873047, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2620,2000,1880,cm-1,0.01,52002,,17423168.85837752,0.8145322063463512
148,20210807_Tvib300K_Trot300K_12.spec,76000.0,300,296,300,300,cython,260,fft,0.191150188446045,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281344.57635,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0003185272216796875, 'reinitialize': {'copy_database': 0.0007815361022949219, 'memory_usage_warning': 0.001631021499633789, 'reset_population': 3.7670135498046875e-05, 'value': 0.0024700164794921875}, 'scaled_eq_linestrength': 0.006020307540893555, 'calc_lineshift': 0.0008025169372558594, 'calc_hwhm': 0.013694524765014648, 'generate_wavenumber_arrays': 0.001508951187133789, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.027463912963867188, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.0013713836669921875, 'DLM_Distribute_lines': 0.002275228500366211, 'DLM_convolve': 0.13248348236083984, 'value': 0.16389799118041992}, 'calc_other_spectral_quan': 0.0023453235626220703, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2630,2000,1870,cm-1,0.01,52002,,17936627.836352475,0.8385363859303185
149,20210807_Tvib300K_Trot300K_13.spec,78000.0,300,296,300,300,cython,280,fft,0.581744909286499,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281345.45635,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00023889541625976562, 'reinitialize': {'copy_database': 0.0004961490631103516, 'memory_usage_warning': 0.0013508796691894531, 'reset_population': 3.24249267578125e-05, 'value': 0.0018951892852783203}, 'scaled_eq_linestrength': 0.0059452056884765625, 'calc_lineshift': 0.0008778572082519531, 'calc_hwhm': 0.013643980026245117, 'generate_wavenumber_arrays': 0.0016181468963623047, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.028432607650756836, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.0014681816101074219, 'DLM_Distribute_lines': 0.0026874542236328125, 'DLM_convolve': 0.5199003219604492, 'value': 0.5550541877746582}, 'calc_other_spectral_quan': 0.0023789405822753906, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2640,2000,1860,cm-1,0.01,52002,,18451192.20509029,0.8625922424729533
150,20210807_Tvib300K_Trot300K_14.spec,80000.0,300,296,300,300,cython,300,fft,0.18016576766967798,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281345.88435,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002410411834716797, 'reinitialize': {'copy_database': 0.0005733966827392578, 'memory_usage_warning': 0.0015954971313476562, 'reset_population': 3.1948089599609375e-05, 'value': 0.002216339111328125}, 'scaled_eq_linestrength': 0.00711822509765625, 'calc_lineshift': 0.0008034706115722656, 'calc_hwhm': 0.012910127639770508, 'generate_wavenumber_arrays': 0.0014345645904541016, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.0310060977935791, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.0013327598571777344, 'DLM_Distribute_lines': 0.005394697189331055, 'DLM_convolve': 0.1144866943359375, 'value': 0.15290117263793945}, 'calc_other_spectral_quan': 0.002454996109008789, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2650,2000,1850,cm-1,0.01,52002,,18966833.61494211,0.8866984506296971
151,20210807_Tvib300K_Trot300K_15.spec,82000.0,300,296,300,300,cython,320,fft,0.189208745956421,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281346.32035,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002472400665283203, 'reinitialize': {'copy_database': 0.0005826950073242188, 'memory_usage_warning': 0.0012578964233398438, 'reset_population': 3.24249267578125e-05, 'value': 0.0018887519836425781}, 'scaled_eq_linestrength': 0.00949859619140625, 'calc_lineshift': 0.0008373260498046875, 'calc_hwhm': 0.012985467910766602, 'generate_wavenumber_arrays': 0.0016696453094482422, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.030623674392700195, 'DLM_Initialized_vectors': 1.0251998901367188e-05, 'DLM_closest_matching_line': 0.0016756057739257812, 'DLM_Distribute_lines': 0.006275177001953125, 'DLM_convolve': 0.1203310489654541, 'value': 0.15960907936096191}, 'calc_other_spectral_quan': 0.002357006072998047, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2660,2000,1840,cm-1,0.01,52002,,19483525.134196285,0.9108537513444801
152,20210807_Tvib300K_Trot300K_16.spec,84000.0,300,296,300,300,cython,340,fft,0.682947874069214,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281347.26435,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00024247169494628906, 'reinitialize': {'copy_database': 0.0004608631134033203, 'memory_usage_warning': 0.0012748241424560547, 'reset_population': 3.170967102050781e-05, 'value': 0.0017819404602050781}, 'scaled_eq_linestrength': 0.007429361343383789, 'calc_lineshift': 0.001373291015625, 'calc_hwhm': 0.014989614486694336, 'generate_wavenumber_arrays': 0.0014965534210205078, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.031271934509277344, 'DLM_Initialized_vectors': 1.0967254638671875e-05, 'DLM_closest_matching_line': 0.0015308856964111328, 'DLM_Distribute_lines': 0.006267547607421875, 'DLM_convolve': 0.6128737926483154, 'value': 0.652735710144043}, 'calc_other_spectral_quan': 0.002755880355834961, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2670,2000,1830,cm-1,0.01,52002,,20001241.145284094,0.9350569469973433
153,20210807_Tvib300K_Trot300K_17.spec,86000.0,300,296,300,300,cython,360,fft,0.711028099060059,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281348.22835,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002448558807373047, 'reinitialize': {'copy_database': 0.0004553794860839844, 'memory_usage_warning': 0.0012216567993164062, 'reset_population': 5.507469177246094e-05, 'value': 0.0017497539520263672}, 'scaled_eq_linestrength': 0.009749889373779297, 'calc_lineshift': 0.0009655952453613281, 'calc_hwhm': 0.013442754745483398, 'generate_wavenumber_arrays': 0.0017669200897216797, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.032944679260253906, 'DLM_Initialized_vectors': 8.344650268554688e-06, 'DLM_closest_matching_line': 0.0013988018035888672, 'DLM_Distribute_lines': 0.002657175064086914, 'DLM_convolve': 0.6407907009124756, 'value': 0.680626630783081}, 'calc_other_spectral_quan': 0.0023813247680664062, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2680,2000,1820,cm-1,0.01,52002,,20519957.250875574,0.9593068970144242
154,20210807_Tvib300K_Trot300K_18.spec,88000.0,300,296,300,300,cython,380,fft,0.714897394180298,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281349.19635,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002467632293701172, 'reinitialize': {'copy_database': 0.000476837158203125, 'memory_usage_warning': 0.0012505054473876953, 'reset_population': 3.147125244140625e-05, 'value': 0.0017740726470947266}, 'scaled_eq_linestrength': 0.005845546722412109, 'calc_lineshift': 0.002251148223876953, 'calc_hwhm': 0.014472484588623047, 'generate_wavenumber_arrays': 0.0015947818756103516, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.03527951240539551, 'DLM_Initialized_vectors': 8.106231689453125e-06, 'DLM_closest_matching_line': 0.001352548599243164, 'DLM_Distribute_lines': 0.005417823791503906, 'DLM_convolve': 0.6435372829437256, 'value': 0.6862349510192871}, 'calc_other_spectral_quan': 0.002379179000854492, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2690,2000,1810,cm-1,0.01,52002,,21039650.188714717,0.9836025138865064
155,20210807_Tvib300K_Trot300K_19.spec,90000.0,300,296,300,300,cython,400,fft,0.7259891033172611,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281350.17235,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002446174621582031, 'reinitialize': {'copy_database': 0.00045990943908691406, 'memory_usage_warning': 0.001245260238647461, 'reset_population': 3.218650817871094e-05, 'value': 0.0017523765563964844}, 'scaled_eq_linestrength': 0.008107423782348633, 'calc_lineshift': 0.0013856887817382812, 'calc_hwhm': 0.013661623001098633, 'generate_wavenumber_arrays': 0.0015172958374023438, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.03460359573364258, 'DLM_Initialized_vectors': 8.821487426757812e-06, 'DLM_closest_matching_line': 0.0014388561248779297, 'DLM_Distribute_lines': 0.0024933815002441406, 'DLM_convolve': 0.6553559303283691, 'value': 0.6967427730560303}, 'calc_other_spectral_quan': 0.002473592758178711, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2700,2000,1800,cm-1,0.01,52002,,21560297.75420044,1.0079427595496844
156,20210807_Tvib300K_Trot300K_20.spec,92000.0,300,296,300,300,cython,420,fft,0.290528535842896,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281350.71635,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002510547637939453, 'reinitialize': {'copy_database': 0.0004832744598388672, 'memory_usage_warning': 0.0012462139129638672, 'reset_population': 3.218650817871094e-05, 'value': 0.0017774105072021484}, 'scaled_eq_linestrength': 0.006688356399536133, 'calc_lineshift': 0.0009326934814453125, 'calc_hwhm': 0.015197038650512695, 'generate_wavenumber_arrays': 0.0017690658569335938, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.04216623306274414, 'DLM_Initialized_vectors': 1.2159347534179688e-05, 'DLM_closest_matching_line': 0.002121448516845703, 'DLM_Distribute_lines': 0.006851911544799805, 'DLM_convolve': 0.2093517780303955, 'value': 0.26131629943847656}, 'calc_other_spectral_quan': 0.0024919509887695312, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2710,2000,1790,cm-1,0.01,52002,,22081878.729852233,1.0323266420878865
157,20210807_Tvib300K_Trot300K_21.spec,94000.0,300,296,300,300,cython,440,fft,0.8680729866027829,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281351.8283598,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002491474151611328, 'reinitialize': {'copy_database': 0.0006861686706542969, 'memory_usage_warning': 0.0014781951904296875, 'reset_population': 3.24249267578125e-05, 'value': 0.002214193344116211}, 'scaled_eq_linestrength': 0.0056743621826171875, 'calc_lineshift': 0.0007586479187011719, 'calc_hwhm': 0.013409137725830078, 'generate_wavenumber_arrays': 0.0018072128295898438, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.03960990905761719, 'DLM_Initialized_vectors': 1.0251998901367188e-05, 'DLM_closest_matching_line': 0.0016775131225585938, 'DLM_Distribute_lines': 0.006330251693725586, 'DLM_convolve': 0.7930283546447754, 'value': 0.8413281440734863}, 'calc_other_spectral_quan': 0.0025320053100585938, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2720,2000,1780,cm-1,0.01,52002,,22604372.820911728,1.0567532127222512
158,20210807_Tvib300K_Trot300K_22.spec,96000.0,300,296,300,300,cython,460,fft,0.7578763961791991,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281352.83636,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002465248107910156, 'reinitialize': {'copy_database': 0.00048232078552246094, 'memory_usage_warning': 0.0012896060943603516, 'reset_population': 3.409385681152344e-05, 'value': 0.0018215179443359375}, 'scaled_eq_linestrength': 0.005815744400024414, 'calc_lineshift': 0.0007832050323486328, 'calc_hwhm': 0.01309967041015625, 'generate_wavenumber_arrays': 0.0020148754119873047, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.037546396255493164, 'DLM_Initialized_vectors': 8.58306884765625e-06, 'DLM_closest_matching_line': 0.0014510154724121094, 'DLM_Distribute_lines': 0.0027070045471191406, 'DLM_convolve': 0.6863150596618652, 'value': 0.7311677932739258}, 'calc_other_spectral_quan': 0.0028274059295654297, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2730,2000,1770,cm-1,0.01,52002,,23127760.596427146,1.0812215630568287
159,20210807_Tvib300K_Trot300K_23.spec,98000.0,300,296,300,300,cython,480,fft,0.8588855266571049,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281353.98436,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0004851818084716797, 'reinitialize': {'copy_database': 0.0007915496826171875, 'memory_usage_warning': 0.002050161361694336, 'reset_population': 5.698204040527344e-05, 'value': 0.002932310104370117}, 'scaled_eq_linestrength': 0.006056547164916992, 'calc_lineshift': 0.0007641315460205078, 'calc_hwhm': 0.013894319534301758, 'generate_wavenumber_arrays': 0.0019335746765136719, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.04747581481933594, 'DLM_Initialized_vectors': 1.4543533325195312e-05, 'DLM_closest_matching_line': 0.002202749252319336, 'DLM_Distribute_lines': 0.007658958435058594, 'DLM_convolve': 0.7716078758239746, 'value': 0.8296782970428467}, 'calc_other_spectral_quan': 0.003023386001586914, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2740,2000,1760,cm-1,0.01,52002,,23652023.435249276,1.1057308225538958
160,20210807_Tvib300K_Trot300K_24.spec,100000.0,300,296,300,300,cython,500,fft,1.04073047637939,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281355.3643599,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00045013427734375, 'reinitialize': {'copy_database': 0.0007164478302001953, 'memory_usage_warning': 0.002350330352783203, 'reset_population': 5.6743621826171875e-05, 'value': 0.003152132034301758}, 'scaled_eq_linestrength': 0.009833335876464844, 'calc_lineshift': 0.0010657310485839844, 'calc_hwhm': 0.015356063842773438, 'generate_wavenumber_arrays': 0.0029397010803222656, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.05611085891723633, 'DLM_Initialized_vectors': 1.0013580322265625e-05, 'DLM_closest_matching_line': 0.0015647411346435547, 'DLM_Distribute_lines': 0.0067632198333740234, 'DLM_convolve': 0.9357578754425049, 'value': 1.0043983459472656}, 'calc_other_spectral_quan': 0.0033724308013916016, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2750,2000,1750,cm-1,0.01,52002,,24177143.47643748,1.1302801562154388
161,20210807_Tvib300K_Trot300K_25.spec,102000.0,300,296,300,300,cython,520,fft,1.14382266998291,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281356.78036,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00030517578125, 'reinitialize': {'copy_database': 0.0005426406860351562, 'memory_usage_warning': 0.0015444755554199219, 'reset_population': 3.838539123535156e-05, 'value': 0.0021448135375976562}, 'scaled_eq_linestrength': 0.006203413009643555, 'calc_lineshift': 0.0008900165557861328, 'calc_hwhm': 0.016147613525390625, 'generate_wavenumber_arrays': 0.002361774444580078, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.04816842079162598, 'DLM_Initialized_vectors': 1.1444091796875e-05, 'DLM_closest_matching_line': 0.0020241737365722656, 'DLM_Distribute_lines': 0.006372928619384766, 'DLM_convolve': 1.0538480281829834, 'value': 1.111701250076294}, 'calc_other_spectral_quan': 0.003918886184692383, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2760,2000,1740,cm-1,0.01,52002,,24703103.573634647,1.1548687624501857
162,20210807_Tvib300K_Trot300K_26.spec,104000.0,300,296,300,300,cython,540,fft,0.395049571990967,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281357.43236,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00024890899658203125, 'reinitialize': {'copy_database': 0.00048804283142089844, 'memory_usage_warning': 0.0013456344604492188, 'reset_population': 3.1948089599609375e-05, 'value': 0.0018811225891113281}, 'scaled_eq_linestrength': 0.005780220031738281, 'calc_lineshift': 0.0007491111755371094, 'calc_hwhm': 0.013785600662231445, 'generate_wavenumber_arrays': 0.0020360946655273438, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.05487942695617676, 'DLM_Initialized_vectors': 8.106231689453125e-06, 'DLM_closest_matching_line': 0.0015785694122314453, 'DLM_Distribute_lines': 0.002979278564453125, 'DLM_convolve': 0.3082854747772217, 'value': 0.3680288791656494}, 'calc_other_spectral_quan': 0.0024423599243164062, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2770,2000,1730,cm-1,0.01,52002,,25229887.253021743,1.1794958711079833
163,20210807_Tvib300K_Trot300K_27.spec,106000.0,300,296,300,300,cython,560,fft,0.226364612579346,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281357.90836,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.00024580955505371094, 'reinitialize': {'copy_database': 0.00046062469482421875, 'memory_usage_warning': 0.001767873764038086, 'reset_population': 5.14984130859375e-05, 'value': 0.0022993087768554688}, 'scaled_eq_linestrength': 0.008603096008300781, 'calc_lineshift': 0.0008025169372558594, 'calc_hwhm': 0.013394832611083984, 'generate_wavenumber_arrays': 0.0023572444915771484, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.04130291938781738, 'DLM_Initialized_vectors': 1.430511474609375e-05, 'DLM_closest_matching_line': 0.001459360122680664, 'DLM_Distribute_lines': 0.0027298927307128906, 'DLM_convolve': 0.14975571632385254, 'value': 0.19573426246643066}, 'calc_other_spectral_quan': 0.0028181076049804688, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2780,2000,1720,cm-1,0.01,52002,,25757478.6745077,1.204160741665427
164,20210807_Tvib300K_Trot300K_28.spec,108000.0,300,296,300,300,cython,580,fft,0.884243726730347,0,1,hitemp-radisdb,/home/pipebomb/.radisdb/CO-05_HITEMP2019.h5,0.13753507880165697,0.20180288881201602,0,0,1e-06,1,"1,2,3,4,5,6",1628281359.0483599,radis,23458,0,0,0,1,1,CO,CO_2000_2500_23458_fft,simple,hapi,full summation,1,1000,"{'spectrum_calculation': {'check_line_databank': 0.0002415180206298828, 'reinitialize': {'copy_database': 0.0005404949188232422, 'memory_usage_warning': 0.0012242794036865234, 'reset_population': 3.123283386230469e-05, 'value': 0.0018110275268554688}, 'scaled_eq_linestrength': 0.006624698638916016, 'calc_lineshift': 0.0008568763732910156, 'calc_hwhm': 0.012971162796020508, 'generate_wavenumber_arrays': 0.002488374710083008, 'calc_line_broadening': {'precompute_DLM_lineshapes': 0.0435185432434082, 'DLM_Initialized_vectors': 9.298324584960938e-06, 'DLM_closest_matching_line': 0.0014584064483642578, 'DLM_Distribute_lines': 0.0032393932342529297, 'DLM_convolve': 0.8046960830688477, 'value': 0.8566939830780029}, 'calc_other_spectral_quan': 0.0024487972259521484, 'generate_spectrum_obj': {}}}",0,0.9.29,boltzmann,1,X,1,23458,boltzmann,4,5,0.01,0.01,2500,2790,2000,1710,cm-1,0.01,52002,,26285862.595849216,1.2288626615484626
